Word	Norwegian-no	Valence	Arousal	Dominance
ancestry	ætt	0.708	0.519	0.717
anchor	anker	0.520	0.284	0.564
anchorage	forankring	0.500	0.325	0.639
ancient	eldgammel	0.420	0.217	0.439
ancillary	hjelpe	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdote	0.583	0.529	0.500
anemia	anemi	0.188	0.327	0.310
anemic	anemisk	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anestesi	0.365	0.216	0.394
anesthesiologist	anestesilege	0.419	0.224	0.526
anesthetic	anestetisk	0.350	0.264	0.482
aneurysm	aneurisme	0.115	0.690	0.536
anew	nytt	0.771	0.358	0.385
angel	engel	0.906	0.158	0.704
angelic	engleaktig	0.927	0.298	0.668
anger	sinne	0.167	0.865	0.657
angered	sint	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiografi	0.347	0.520	0.465
angiography	angiografi	0.378	0.536	0.520
angle	vinkel	0.541	0.330	0.455
angling	sportsfiske	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	sint	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	kval	0.153	0.792	0.265
anguished	forpint	0.135	0.720	0.307
angular	vinkel	0.449	0.281	0.444
anhydrous	vannfri	0.456	0.365	0.355
animal	dyr	0.521	0.510	0.513
animate	animere	0.827	0.755	0.635
animated	animert	0.823	0.676	0.538
animation	animasjon	0.888	0.750	0.549
animosity	fiendtlighet	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	ankel	0.500	0.274	0.234
anklet	ankelen	0.410	0.276	0.302
annals	annaler	0.427	0.610	0.424
annex	tilbygg	0.594	0.350	0.458
annexation	annektering	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	utslette	0.115	0.918	0.681
annihilated	utslettet	0.080	0.760	0.324
annihilation	utslettelse	0.041	0.800	0.591
anniversary	jubileum	0.880	0.770	0.723
annotate	kommentere	0.592	0.469	0.441
annotation	merknad	0.604	0.470	0.619
announce	kunngjøre	0.694	0.618	0.611
announcement	kunngjøring	0.729	0.491	0.482
announcer	hallo	0.602	0.570	0.732
annoy	irritere	0.094	0.765	0.286
annoyance	irritasjon	0.167	0.718	0.342
annoyed	irritert	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	irriterende	0.082	0.853	0.348
annoys	irriterer	0.146	0.778	0.435
annual	årlig	0.552	0.236	0.500
annuity	livrente	0.521	0.304	0.527
annul	annullere	0.250	0.448	0.364
annular	ringformet	0.310	0.385	0.412
annulment	annulering	0.153	0.375	0.447
annulus	ringrommet	0.458	0.380	0.376
anointed	salvet	0.500	0.368	0.579
anointing	salvelse	0.653	0.350	0.547
anomalous	uregelrett	0.281	0.480	0.423
anomaly	anomali	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonymitet	0.469	0.255	0.430
anonymous	anonym	0.396	0.291	0.431
anorexic	anorektisk	0.160	0.618	0.245
answer	svar	0.537	0.373	0.661
answerable	ansvarlig	0.708	0.481	0.750
answering	telefonsvarer	0.684	0.500	0.607
ant	maur	0.448	0.216	0.216
antagonism	antagonisme	0.224	0.618	0.524
antagonist	motstander	0.240	0.615	0.700
antagonistic	antagonistisk	0.296	0.604	0.565
antagonize	motvirke	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	forutgående	0.427	0.551	0.566
antelope	antilope	0.542	0.510	0.500
antenna	antenne	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	hymne	0.780	0.343	0.729
anthill	maurtue	0.327	0.578	0.377
anthology	antologi	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	antropologisk	0.367	0.390	0.490
anthropologist	antropolog	0.551	0.385	0.725
anthropology	antropologi	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotika	0.510	0.373	0.658
antibiotics	antibiotika	0.448	0.406	0.557
antichrist	antikrist	0.082	0.837	0.544
anticipate	forutse	0.622	0.469	0.667
anticipation	forventning	0.698	0.539	0.711
anticipatory	forutse	0.653	0.551	0.682
antics	påfunn	0.448	0.740	0.236
antidote	motgift	0.541	0.490	0.629
antifungal	soppdrepende	0.408	0.412	0.441
antigravity	antigravitasjon	0.430	0.714	0.658
antimony	antimon	0.378	0.398	0.490
antipathy	antipati	0.198	0.549	0.393
antiquarian	antikvarisk	0.500	0.233	0.426
antiquated	antikvert	0.420	0.392	0.236
antique	antikk	0.634	0.290	0.518
antiques	antikviteter	0.540	0.370	0.595
antiquity	antikken	0.385	0.333	0.556
antiseptic	antiseptisk middel	0.438	0.370	0.623
antisocial	antisosial	0.146	0.686	0.391
antithesis	antitese	0.396	0.412	0.536
antithetical	antitetisk	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	gevir	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	ambolt	0.380	0.510	0.604
anxiety	angst	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	engstelig	0.281	0.875	0.434
anxiousness	engstelighet	0.235	0.814	0.282
anytime	når som helst	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	Verdensrom	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	leilighet	0.719	0.393	0.580
apartments	leiligheter	0.704	0.337	0.443
apathetic	apatisk	0.188	0.292	0.333
apathy	apati	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	åpning	0.612	0.450	0.667
apex	toppunkt	0.570	0.433	0.418
aphid	bladlus	0.388	0.473	0.407
aphrodisiac	afrodisiakum	0.750	0.846	0.667
apiece	et stykke	0.439	0.259	0.383
aplomb	glans	0.500	0.509	0.582
apocalypse	verdens undergang	0.050	0.867	0.736
apocalyptic	apokalyptisk	0.173	0.880	0.750
apologetic	unnskyld	0.479	0.461	0.571
apologist	apologet	0.406	0.429	0.526
apologize	be om unnskyldning	0.551	0.378	0.389
apology	unnskyldning	0.571	0.346	0.402
apostasy	frafall	0.388	0.520	0.517
apostate	frafallen	0.342	0.500	0.528
apostle	apostel	0.646	0.347	0.732
apostolic	apostolisk	0.592	0.300	0.717
apostrophe	apostrof	0.469	0.368	0.537
apothecary	apoteker	0.561	0.328	0.529
appalled	forferdet	0.194	0.792	0.562
appalling	forferdelig	0.160	0.827	0.415
apparatus	apparater	0.375	0.353	0.377
apparel	klær	0.698	0.435	0.453
apparent	tilsynelatende	0.473	0.383	0.398
apparently	tilsynelatende	0.531	0.410	0.426
apparition	apparition	0.406	0.573	0.636
appeal	anke	0.663	0.598	0.558
appear	vises	0.735	0.506	0.567
appearance	utseende	0.669	0.490	0.534
appease	bero	0.633	0.278	0.434
appellant	klag~~POS=TRUNC	0.327	0.588	0.568
append	føyer	0.573	0.464	0.453
appendage	vedheng	0.229	0.382	0.438
appendectomy	appendektomi	0.177	0.670	0.554
appendicitis	blindtarmbetennelse	0.031	0.640	0.347
appendix	blindtarm	0.365	0.387	0.425
appetite	appetitt	0.704	0.637	0.581
appetizer	forrett	0.755	0.560	0.406
appetizing	appetittvekkende	0.806	0.657	0.688
applaud	klappe	0.865	0.824	0.464
applause	bifall	0.953	0.857	0.621
apple	eple	0.811	0.300	0.264
apple juice	eplejuice	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	eplemos	0.750	0.167	0.291
appliance	apparatet	0.582	0.453	0.538
appliances	apparater	0.594	0.394	0.567
applicability	anvendbarhet	0.677	0.490	0.741
applicable	aktuelt	0.469	0.430	0.667
applicant	søker	0.612	0.558	0.688
application	applikasjon	0.646	0.445	0.726
apply	søke om	0.612	0.321	0.667
appoint	ansette	0.565	0.330	0.509
appointment	avtale	0.688	0.594	0.547
appointments	avtaler	0.745	0.677	0.625
apportion	fordele	0.677	0.490	0.638
apportionment	fordeling	0.552	0.481	0.453
appraisal	vurdering	0.417	0.667	0.682
appraise	vurdere	0.677	0.490	0.696
appreciable	nevne	0.873	0.491	0.778
appreciate	sette pris på	0.885	0.422	0.741
appreciated	verdsatt	0.910	0.434	0.779
appreciates	verds	0.765	0.500	0.656
appreciation	verdsettelse	0.917	0.529	0.588
appreciative	takknemlig	0.857	0.380	0.654
apprehend	anholde	0.521	0.624	0.696
apprehension	engstelse	0.385	0.720	0.454
apprehensive	engstelig	0.406	0.592	0.431
apprentice	lærling	0.615	0.413	0.452
apprenticeship	læretid	0.812	0.482	0.643
approach	nærme seg	0.612	0.392	0.610
approaching	nærmer seg	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	bifall	0.792	0.529	0.774
appropriate	passende	0.833	0.368	0.759
appropriation	tilegnelse	0.510	0.632	0.717
approval	godkjenning	0.854	0.460	0.889
approve	vedta	0.875	0.548	0.741
approved	godkjent	0.833	0.349	0.698
approvement	godkjennelse	0.880	0.625	0.780
approving	godkjenne	0.917	0.583	0.773
approximate	tilnærmet	0.551	0.560	0.520
approximately	omtrent	0.622	0.396	0.538
approximating	tilnærmende	0.583	0.615	0.471
approximation	tilnærming	0.582	0.402	0.593
appurtenances	tilbehøret	0.573	0.412	0.547
apricot	aprikos	0.708	0.320	0.278
apron	forkle	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	evne	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	akvamarin	0.729	0.306	0.413
aquarium	akvarium	0.663	0.327	0.393
aquatic	akvatisk	0.677	0.510	0.463
aqueduct	akvadukt	0.551	0.411	0.534
aqueous	vandig	0.429	0.270	0.310
arable	dyrkbar	0.510	0.350	0.465
arbiter	oppmann	0.561	0.537	0.814
arbitrary	vilkårlig	0.281	0.702	0.686
arbitrate	megle	0.470	0.620	0.682
arbitration	megling	0.587	0.602	0.670
arbitrator	megler	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	bue	0.552	0.388	0.396
arcade	arkade	0.676	0.521	0.502
arcane	uforståelige	0.500	0.490	0.637
arch	bue	0.500	0.354	0.468
archaeological	arkeologisk	0.740	0.441	0.660
archaeologist	arkeolog	0.552	0.451	0.706
archaeology	arkeologi	0.596	0.358	0.691
archaic	arkaisk	0.271	0.327	0.332
archangel	erkeengelen	0.837	0.500	0.708
archbishop	erkebiskop	0.622	0.280	0.776
archdiocese	erkebispedømmet	0.400	0.321	0.704
archduke	erkehertug	0.458	0.413	0.634
arched	buet	0.582	0.403	0.398
archer	bueskytter	0.573	0.622	0.661
archery	bueskyting	0.594	0.604	0.589
archetype	arketypen	0.448	0.520	0.569
archipelago	skjærgård	0.745	0.370	0.592
architect	arkitekt	0.776	0.442	0.836
architectural	arkitektonisk	0.729	0.390	0.670
architecture	arkitektur	0.820	0.390	0.694
archive	arkiv	0.438	0.294	0.527
arctic	Arktis	0.615	0.352	0.546
ardent	ildfull	0.694	0.873	0.722
ardor	iver	0.500	0.780	0.538
arduous	krevende	0.344	0.783	0.605
area	område	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argumentere	0.093	0.798	0.525
argument	argument	0.510	0.464	0.698
argumentation	argumentasjon	0.479	0.549	0.760
argumentative	argumentative	0.450	0.531	0.679
arguments	argumenter	0.541	0.602	0.657
arid	arid	0.323	0.333	0.379
arise	oppstå	0.750	0.582	0.725
aristocracy	aristokrati	0.688	0.549	0.842
aristocrat	aristokrat	0.583	0.413	0.811
aristocratic	aristokratisk	0.449	0.519	0.676
arithmetic	aritmetikk	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	væpne	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	bevæpning	0.198	0.764	0.810
armaments	våpen	0.192	0.839	0.830
armature	armatur	0.510	0.558	0.755
armchair	lenestol	0.646	0.164	0.339
armed	bevæpnet	0.188	0.750	0.808
armor	rustning	0.469	0.625	0.784
armored	pansrede	0.469	0.509	0.861
armory	rustkammer	0.448	0.663	0.800
armpit	armhule	0.283	0.439	0.250
arms	våpen	0.464	0.395	0.483
army	hær	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromaterapi	0.847	0.220	0.473
arousal	opphisselse	0.791	0.943	0.731
arouse	vekke	0.740	0.491	0.580
aroused	vekket	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	arrangere	0.740	0.490	0.571
arranged	anordnet	0.698	0.531	0.728
arrangement	ordning	0.625	0.382	0.683
array	matrise	0.521	0.396	0.568
arrears	restskatt	0.286	0.485	0.302
arrest	arrestere	0.146	0.951	0.500
arrhythmia	arytmi	0.265	0.706	0.356
arrival	ankomst	0.678	0.510	0.474
arrive	ankomme	0.837	0.406	0.585
arrogance	arroganse	0.143	0.750	0.620
arrogant	arrogant	0.115	0.755	0.580
arrow	pil	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsen	0.281	0.472	0.447
arson	mordbrann	0.133	0.904	0.567
arsonist	ildspåsetter	0.348	0.840	0.500
art	Kunst	0.812	0.360	0.603
arterial	arteriell	0.396	0.510	0.583
artery	arterie	0.396	0.580	0.537
artful	kunstnerisk	0.771	0.608	0.778
arthritis	gikt	0.110	0.518	0.345
arthropod	leddyr	0.344	0.464	0.434
artichoke	artisjokk	0.583	0.218	0.287
article	artikkel	0.594	0.280	0.481
articles	artikler	0.552	0.324	0.565
articulate	artikulere	0.677	0.462	0.618
articulation	artikulasjon	0.479	0.480	0.591
artifact	gjenstand	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	kunstig	0.306	0.385	0.351
artillery	artilleri	0.350	0.912	0.794
artisan	håndverker	0.781	0.330	0.411
artist	kunstner	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	kunstnerisk	0.802	0.646	0.632
artistry	artisteri	0.823	0.346	0.769
artists	kunstnere	0.796	0.667	0.741
artwork	kunstverk	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	så fort som mulig	0.571	0.500	0.552
asbestos	asbest	0.357	0.481	0.464
ascend	stige	0.830	0.620	0.812
ascendancy	overtak	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	stigende	0.826	0.644	0.777
ascension	oppstigning	0.765	0.720	0.714
ascent	stigning	0.755	0.627	0.833
ascertain	fastslå	0.560	0.530	0.625
ascertained	konstatert	0.531	0.529	0.616
ascetic	asket	0.438	0.375	0.472
ash	aske	0.260	0.210	0.207
ashamed	skamfull	0.156	0.588	0.228
ashes	aske	0.327	0.279	0.142
ashtray	askebeger	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	spørre	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	sover	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparges	0.469	0.317	0.264
aspartame	aspartam	0.469	0.480	0.322
aspect	aspektet	0.479	0.469	0.588
aspects	aspekter	0.439	0.480	0.565
aspen	osp	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asfyksi	0.198	0.704	0.311
asphyxiation	kvelning	0.059	0.745	0.412
aspiration	aspirasjon	0.704	0.724	0.675
aspire	strebe	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	fremadstormende	0.844	0.582	0.604
ass	ass	0.323	0.750	0.345
assail	angripe	0.378	0.510	0.500
assailant	overfallsmann	0.184	0.868	0.602
assassin	snikmorder	0.073	0.933	0.632
assassinate	myrde	0.051	0.969	0.722
assassination	attentat	0.083	0.941	0.525
assault	overfall	0.167	0.848	0.550
assay	analyse	0.633	0.559	0.594
assemblage	samling	0.429	0.452	0.600
assemble	montere	0.542	0.570	0.750
assembled	montert	0.663	0.450	0.644
assembly	montering	0.698	0.500	0.640
assemblyman	Assemblyman	0.430	0.538	0.760
assent	samtykke	0.615	0.515	0.719
assert	hevde	0.750	0.619	0.809
asserting	hevde	0.694	0.531	0.736
assertion	påstand	0.740	0.442	0.750
assertive	påståelig	0.719	0.412	0.770
assess	vurdere	0.698	0.500	0.623
assessment	evaluering	0.750	0.623	0.658
assessor	assessor	0.551	0.538	0.764
asset	ressurs	0.797	0.765	0.788
assets	eiendeler	0.667	0.613	0.765
asshole	drittsekk	0.133	0.582	0.263
assign	tildele	0.622	0.417	0.709
assignee	oppdragstakeren	0.510	0.462	0.510
assignment	oppdrag	0.483	0.398	0.745
assimilate	assimilere	0.559	0.391	0.683
assimilation	assimilering	0.429	0.378	0.463
assist	assistere	0.833	0.435	0.629
assistance	assistanse	0.656	0.519	0.633
assistant	assistent	0.625	0.390	0.536
associate	forbinder	0.812	0.409	0.625
association	assosiasjon	0.745	0.500	0.817
assorted	assortert	0.602	0.460	0.472
assortment	sortiment	0.694	0.360	0.526
assuage	lindre	0.745	0.255	0.500
assume	anta	0.698	0.401	0.464
assumed	antatt	0.612	0.247	0.454
assuming	forutsatt	0.740	0.390	0.526
assumption	antagelse	0.479	0.431	0.417
assurance	forsikring	0.675	0.442	0.704
assure	forsikrer	0.910	0.460	0.839
assured	trygg	0.878	0.327	0.754
assuredly	Sannelig	0.786	0.396	0.833
asterisk	stjernen	0.541	0.288	0.273
asteroid	asteroide	0.430	0.721	0.623
asteroids	asteroider	0.361	0.694	0.712
asthma	astma	0.198	0.549	0.227
asthmatic	astma	0.229	0.706	0.294
astigmatism	astigmatisme	0.214	0.490	0.429
astonish	forbause	0.786	0.845	0.658
astonished	forbauset	0.510	0.775	0.574
astonishing	forbausende	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	forbauselse	0.680	0.718	0.519
astound	forbløffe	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	på avveie	0.098	0.676	0.308
astringent	snerpende	0.316	0.500	0.474
astrologer	astrolog	0.594	0.519	0.673
astrology	astrologi	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	astronom	0.750	0.509	0.735
astronomical	astronomisk	0.600	0.632	0.726
astronomy	astronomi	0.613	0.474	0.722
astute	slu	0.776	0.658	0.827
asunder	stykker	0.208	0.442	0.259
asylum	asyl	0.407	0.330	0.445
asymmetric	asymmetrisk	0.580	0.343	0.465
asymmetry	asymmetri	0.476	0.373	0.527
asymptotic	asymptotisk	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	ateisme	0.276	0.460	0.481
atheist	ateist	0.225	0.447	0.377
atheistic	ateistisk	0.373	0.481	0.466
atherosclerosis	aterosklerose	0.250	0.480	0.343
athlete	atlet	0.781	0.718	0.686
athletic	atletisk	0.857	0.798	0.708
athleticism	atle	0.750	0.863	0.778
athletics	friidrett	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosfære	0.604	0.300	0.560
atmospheric	atmosfærisk	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomisk	0.327	0.817	0.713
atone	sone	0.418	0.673	0.411
atonement	soning	0.550	0.602	0.683
atpeace	i fred	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	fryktelig	0.073	0.811	0.445
atrocity	grusomhet	0.115	0.844	0.593
atrophy	atrofi	0.177	0.540	0.208
attach	feste	0.520	0.363	0.559
attached	vedlagte	0.562	0.350	0.439
attachment	feste	0.570	0.343	0.500
attack	angrep	0.286	0.948	0.670
attacker	angriperen	0.185	0.962	0.629
attacking	angripe	0.276	0.837	0.642
attain	oppnå	0.806	0.510	0.719
attainable	oppnåelig	0.760	0.500	0.759
attainment	oppnåelse	0.830	0.520	0.940
attempt	forsøk	0.625	0.491	0.431
attempted	forsøkt	0.594	0.580	0.567
attend	delta	0.650	0.420	0.625
attendance	deltakelse	0.812	0.500	0.592
attendant	attendant	0.580	0.365	0.519
attention	oppmerksomhet	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	oppmerksomme	0.812	0.520	0.724
attenuate	dempe	0.408	0.302	0.429
attenuated	dempes	0.449	0.280	0.298
attenuation	demping	0.458	0.363	0.464
attest	attestere	0.439	0.710	0.685
attestation	attestasjon	0.234	0.635	0.500
attic	loftet	0.521	0.259	0.377
attire	antrekk	0.742	0.388	0.483
attitude	holdning	0.760	0.644	0.861
attorney	advokat	0.600	0.594	0.754
attract	tiltrekke	0.796	0.663	0.769
attraction	tiltrekning	0.906	0.774	0.712
attractive	attraktiv	0.906	0.630	0.769
attractiveness	attraktivitet	0.938	0.667	0.755
attributable	tilskrives	0.704	0.430	0.527
attribute	Egenskap	0.781	0.439	0.795
attribution	attribusjon	0.646	0.467	0.658
attrition	utmattelses	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	auksjon	0.594	0.702	0.519
auctioneer	auksjonarius	0.542	0.732	0.716
audacious	dumdristig	0.740	0.875	0.825
audacity	frekkhet	0.760	0.755	0.916
audible	hørbar	0.673	0.370	0.462
audience	publikum	0.698	0.610	0.613
audio	lyd	0.709	0.425	0.370
audit	revidere	0.375	0.562	0.735
audition	audition	0.750	0.685	0.615
auditions	auditions	0.740	0.765	0.596
auditor	revisor	0.582	0.571	0.726
auditorium	auditorium	0.529	0.490	0.538
auditory	auditiv	0.531	0.481	0.570
aught	aught	0.418	0.135	0.217
augment	øke	0.650	0.683	0.645
augmentation	forstørrelse	0.714	0.613	0.850
august	august	0.652	0.292	0.462
aunt	tante	0.667	0.291	0.420
auntie	auntie	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	regi	0.542	0.500	0.634
auspicious	auspicious	0.562	0.635	0.669
austere	strenge	0.500	0.390	0.422
austerity	nøysomhet	0.438	0.406	0.534
authentic	autentisk	0.885	0.510	0.782
authenticate	autentisere	0.833	0.480	0.789
authentication	autentisering	0.724	0.491	0.750
authenticity	ekthet	0.670	0.548	0.845
author	forfatter	0.775	0.343	0.749
authoritative	autoritær	0.636	0.520	0.890
authority	autoritet	0.592	0.592	0.934
authorization	autorisasjon	0.521	0.567	0.817
authorize	autorisere	0.772	0.596	0.821
authorized	autorisert	0.760	0.458	0.815
authorship	forfatterskap	0.667	0.635	0.773
autism	autisme	0.235	0.500	0.447
autistic	autistisk	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	biografisk	0.909	0.462	0.582
autobiography	selvbiografi	0.735	0.284	0.629
autocorrect	autokorrektur	0.551	0.439	0.616
autocratic	autokratiske	0.542	0.577	0.727
autograph	autograf	0.735	0.565	0.473
autographed	signert	0.781	0.620	0.625
automated	automatisert	0.578	0.402	0.632
automatic	Automatisk	0.562	0.433	0.664
automobile	bil	0.753	0.625	0.534
automotive	automotive	0.656	0.520	0.577
autonomy	autonomi	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	autopsi	0.252	0.650	0.538
autumn	høst	0.765	0.204	0.450
auxiliary	hjelpe	0.622	0.471	0.509
avail	nytte	0.800	0.430	0.603
availability	tilgjengelighet	0.796	0.544	0.600
available	tilgjengelig	0.844	0.356	0.623
avalanche	snøskred	0.265	0.915	0.683
avarice	gjerrighet	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	hevne	0.073	0.867	0.559
avenger	hevner	0.337	0.865	0.670
avenging	hevn	0.143	0.880	0.717
avenue	allé	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	gjennomsnitt	0.684	0.280	0.455
aversation	NO TRANSLATION	0.582	0.442	0.432
averse	uvillig	0.253	0.569	0.492
averseness	averseness	0.296	0.606	0.528
aversion	aversjon	0.074	0.663	0.525
avert	avverge	0.510	0.388	0.465
aviary	aviary	0.500	0.360	0.467
aviation	luftfart	0.708	0.646	0.741
aviator	flyger	0.615	0.700	0.644
